CustomerId,primary_persona,secondary_persona,llm_secondary_persona,secondary_persona_llm
3542074,regular,other,Neighborhood Home Charger,Neighborhood Home Charger
3542157,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
3542300,regular,residential,Home-Based Suburban Charger,Home-Based Suburban Charger
3545278,regular,residential,Suburban Home Charger,Suburban Home Charger
3548360,regular,school,Campus Commute Charger,Campus Commute Charger
3549006,regular,residential,Suburban Home Charger,Suburban Home Charger
3549176,regular,other,Regional Hub Charger,Regional Hub Charger
3549406,regular,residential,Home-Neighborhood Routemaker,Home-Neighborhood Routemaker
3556122,regular,residential,Suburban Home Charger,Suburban Home Charger
3556133,regular,other,Mall Route Charger,Mall Route Charger
3556510,regular,other,Urban Hub Charger,Urban Hub Charger
3556973,regular,other,Mall Route Charger,Mall Route Charger
3557174,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3559724,regular,residential,Suburban Home Charger,Suburban Home Charger
3562398,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3565814,regular,other,Urban Hub Charger,Urban Hub Charger
3566101,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
3568137,regular,tech_park,Tech Park Navigator,Tech Park Navigator
3571228,regular,residential,Suburban Home Charger,Suburban Home Charger
3572932,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3574916,regular,shopping_mall,Mall Route Navigator,Mall Route Navigator
3575755,regular,other,Tech Park Navigator,Tech Park Navigator
3580503,regular,other,Urban Explorer Charger,Urban Explorer Charger
3582226,regular,residential,Home-Base Resident,Home-Base Resident
3582281,regular,shopping_mall,Mall Route Navigator,Mall Route Navigator
3585151,regular,residential,Home-Base Resident,Home-Base Resident
3587834,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3590489,regular,other,Urban Hub Charger,Urban Hub Charger
3590911,regular,other,Mall Route Charger,Mall Route Charger
3590930,regular,other,Mall Zone Navigator,Mall Zone Navigator
3591010,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3592001,regular,other,Urban Hub Navigator,Urban Hub Navigator
3597270,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
3597359,regular,residential,Home-Based Suburban Charger,Home-Based Suburban Charger
3599532,regular,other,Regional Hub Charger,Regional Hub Charger
3603115,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3603567,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
3605275,regular,other,Mall Route Charger,Mall Route Charger
3608266,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3610531,regular,other,Mall Route Charger,Mall Route Charger
3611137,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3612897,regular,tech_park,Tech Park Navigator,Tech Park Navigator
3614444,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
3615943,noise,residential,Neighborhood Home Charger,Neighborhood Home Charger
3617598,regular,other,Mall Route Charger,Mall Route Charger
3617620,regular,other,Urban Hub Charger,Urban Hub Charger
3618629,regular,residential,Suburban Home Charger,Suburban Home Charger
3621210,regular,residential,Suburban Home Hub,Suburban Home Hub
3621224,regular,residential,Mall Route Navigator,Mall Route Navigator
3622023,noise,residential,Neighborhood Home Charger,Neighborhood Home Charger
3625272,regular,tech_park,Tech Park Resident,Tech Park Resident
3625280,regular,school,Campus Commuter,Campus Commuter
3625376,regular,residential,Home-Base Resident,Home-Base Resident
3628652,regular,other,Regional Hub Charger,Regional Hub Charger
3629329,regular,residential,Home-Base Frequent Charger,Home-Base Frequent Charger
3634000,regular,tech_park,Tech Park Navigator,Tech Park Navigator
3640193,noise,residential,Neighborhood Home Charger,Neighborhood Home Charger
3641976,noise,other,Mall Route Charger,Mall Route Charger
3644210,regular,other,Mall Route Charger,Mall Route Charger
3644985,regular,residential,Home-Neighborhood Resident,Home-Neighborhood Resident
3645703,regular,shopping_mall,Mall Navigator,Mall Navigator
3647171,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3647677,regular,other,Urban Hub Charger,Urban Hub Charger
3650986,regular,other,Urban Hub Charger,Urban Hub Charger
3652508,regular,other,Mall Route Charger,Mall Route Charger
3652656,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
3653355,regular,shopping_mall,Mall Route Charger,Mall Route Charger
3654951,regular,other,Mall Route Charger,Mall Route Charger
3657840,noise,shopping_mall,Mall Navigator,Mall Navigator
3658122,regular,other,Mall Route Charger,Mall Route Charger
3660933,regular,residential,Suburban Home Charger,Suburban Home Charger
3661025,regular,residential,Suburban Home Charger,Suburban Home Charger
3663382,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3668384,regular,tech_park,Tech Park Navigator,Tech Park Navigator
3668425,regular,other,Mall Frequent Charger,Mall Frequent Charger
3669019,regular,other,Mall Route Charger,Mall Route Charger
3671074,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3673034,regular,residential,Suburban Home Hub,Suburban Home Hub
3675125,regular,other,Urban Explorer Charger,Urban Explorer Charger
3676862,regular,residential,Suburban Home Charger,Suburban Home Charger
3678187,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3678570,regular,residential,Suburban Home Charger,Suburban Home Charger
3678922,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3683089,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3686428,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3687112,noise,residential,Neighborhood Home Charger,Neighborhood Home Charger
3689405,regular,,Tech Park Flow,Tech Park Flow
3689454,regular,residential,Suburban Home Charger,Suburban Home Charger
3693832,regular,other,Urban Hub Charger,Urban Hub Charger
3694344,regular,other,Urban Hub Charger,Urban Hub Charger
3699936,regular,tech_park,Tech Park Navigator,Tech Park Navigator
3700170,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3701235,regular,residential,Mall Navigator,Mall Navigator
3704131,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3704541,regular,other,Tech Park Resident,Tech Park Resident
3705181,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3710128,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3710145,regular,other,Urban Explorer Hub,Urban Explorer Hub
3710147,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3710232,regular,residential,Suburban Home Charger,Suburban Home Charger
3710259,regular,residential,Suburban Home Charger,Suburban Home Charger
3710268,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3710330,regular,residential,Suburban Home Charger,Suburban Home Charger
3710341,regular,residential,Suburban Home Charger,Suburban Home Charger
3710372,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3710376,regular,other,Suburban Home Charger,Suburban Home Charger
3710379,regular,residential,Suburban Home Charger,Suburban Home Charger
3710404,regular,residential,Suburban Home Charger,Suburban Home Charger
3710424,regular,school,Campus Commute Charger,Campus Commute Charger
3710445,regular,shopping_mall,Mall Route Navigator,Mall Route Navigator
3710528,regular,residential,Home-Neighborhood Refueler,Home-Neighborhood Refueler
3710547,regular,residential,Suburban Home Charger,Suburban Home Charger
3714262,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3716770,regular,other,Regional Hub Charger,Regional Hub Charger
3716791,regular,other,Mall Route Charger,Mall Route Charger
3721072,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3721179,regular,other,Urban Explorer Hub,Urban Explorer Hub
3721482,regular,other,Mall Route Charger,Mall Route Charger
3724290,regular,school,Campus Commute Charger,Campus Commute Charger
3727030,regular,other,Mall Route Charger,Mall Route Charger
3727186,regular,tech_park,Tech Park Navigator,Tech Park Navigator
3729731,regular,shopping_mall,Mall Navigator,Mall Navigator
3729953,regular,other,Urban Explorer Charger,Urban Explorer Charger
3730061,regular,residential,Suburban Home Hub,Suburban Home Hub
3730232,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3730235,noise,residential,Neighborhood Home Charger,Neighborhood Home Charger
3730262,regular,residential,Suburban Home Networker,Suburban Home Networker
3730267,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
3731172,regular,residential,Suburban Home Charger,Suburban Home Charger
3733011,regular,other,Urban Explorer Charger,Urban Explorer Charger
3733381,noise,other,Mall Circuit Rider,Mall Circuit Rider
3733794,regular,shopping_mall,Mall Route Navigator,Mall Route Navigator
3739469,regular,other,Mall Frequent Charger,Mall Frequent Charger
3739518,regular,tech_park,Tech Park Navigator,Tech Park Navigator
3740868,regular,other,Neighborhood Home Charger,Neighborhood Home Charger
3741499,noise,residential,Neighborhood Home Charger,Neighborhood Home Charger
3743071,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
3743932,regular,other,Mall Route Charger,Mall Route Charger
3746539,regular,other,Mall Frequent Charger,Mall Frequent Charger
3747355,regular,residential,Home-Base Resident,Home-Base Resident
3749105,regular,other,Mall Route Charger,Mall Route Charger
3755245,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
3757003,regular,other,Mall Route Charger,Mall Route Charger
3758245,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3761821,regular,other,Urban Explorer Hub,Urban Explorer Hub
3763767,regular,residential,Suburban Home Charger,Suburban Home Charger
3766222,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3766518,regular,other,Mall Route Charger,Mall Route Charger
3768467,regular,residential,Suburban Home Charger,Suburban Home Charger
3771266,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3773343,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
3773355,regular,residential,Suburban Home Charger,Suburban Home Charger
3773356,regular,tech_park,Tech Park Navigator,Tech Park Navigator
3773361,noise,other,Suburban Home Hub,Suburban Home Hub
3773363,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
3773410,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
3779151,regular,other,Regional Hub Charger,Regional Hub Charger
3779209,regular,residential,Suburban Home Charger,Suburban Home Charger
3782589,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3783808,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
3786723,regular,other,Urban Explorer Hub,Urban Explorer Hub
3786821,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
3787113,regular,other,Mall Route Charger,Mall Route Charger
3795615,regular,other,Regional Hub Charger,Regional Hub Charger
3797108,regular,other,Regional Hub Charger,Regional Hub Charger
3797859,regular,other,Mall Route Charger,Mall Route Charger
3802794,regular,school,Campus Commuter,Campus Commuter
3802857,regular,shopping_mall,Mall Navigator,Mall Navigator
3803056,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
3807034,regular,other,Mall Route Charger,Mall Route Charger
3810746,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3811717,regular,other,Urban Circuit Rider,Urban Circuit Rider
3811779,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
3812155,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3812379,regular,residential,Suburban Home Charger,Suburban Home Charger
3813237,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
3816624,regular,tech_park,Tech Park Navigator,Tech Park Navigator
3817025,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
3819253,regular,shopping_mall,Mall Navigator,Mall Navigator
3819487,regular,other,Regional Hub Charger,Regional Hub Charger
3819792,regular,residential,Suburban Home Charger,Suburban Home Charger
3821284,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
3821470,regular,residential,Suburban Home Hub,Suburban Home Hub
3823587,regular,shopping_mall,Mall Route Navigator,Mall Route Navigator
3830353,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
3831779,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
3832013,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3832483,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3832865,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
3834841,noise,other,Mall Route Charger,Mall Route Charger
3835990,regular,other,Mall Route Charger,Mall Route Charger
3844560,regular,residential,Suburban Home Charger,Suburban Home Charger
3845788,regular,other,Urban Explorer Charger,Urban Explorer Charger
3845801,regular,residential,Suburban Home Charger,Suburban Home Charger
3846005,regular,school,Campus Commuter Hub,Campus Commuter Hub
3846274,regular,other,Mall Route Charger,Mall Route Charger
3848990,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3848998,regular,other,Urban Mall Navigator,Urban Mall Navigator
3849057,regular,other,Urban Explorer Charger,Urban Explorer Charger
3849156,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
3849956,noise,residential,Neighborhood Home Charger,Neighborhood Home Charger
